product_id,product_name,clean_name,best_store,best_price,highest_price,average_price,savings,stores_available,marketplaces,best_product_link
P0079,Citizen Super Ti Eco-Drive 42mm Black BM8560-11XE,citizen super ti eco drive 42mm black bm8560 11xe,Oliz,49990,49990,49990,0,1,Oliz,https://olizstore.com/products/citizen-super-ti-eco-drive-42mm-black-bm8560-11xe
P0312,Xiaomi Pad 7,xiaomi pad 7,Hukut,49999,69999,59999,20000,2,Hukut,https://hukut.com/xiaomi-pad-7
P0265,Tissot Ballade 34mm – T156.210.22.031.00,tissot ballade 34mm t156 210 22 031 00,Oliz,51000,51000,51000,0,1,Oliz,https://olizstore.com/products/tissot-ballade-34mm-t156.210.22.031.00
P0270,Tissot PR 100 34mm T150.210.11.041.00,tissot pr 100 34mm t150 210 11 041 00,Oliz,51000,51000,51000,0,1,Oliz,https://olizstore.com/products/tissot-pr-100-34mm-t150.210.11.041.00
P0272,Tissot PR 100 40mm T150.410.11.041.00,tissot pr 100 40mm t150 410 11 041 00,Oliz,51000,51000,51000,0,2,Oliz,https://olizstore.com/products/tissot-pr-100-40mm-t150.410.11.041.00
P0271,Tissot PR 100 34mm T150.210.33.021.00,tissot pr 100 34mm t150 210 33 021 00,Oliz,51000,51000,51000,0,1,Oliz,https://olizstore.com/products/tissot-pr-100-34mm-t150.210.33.021.00
P0119,Harman Kardon Sound Sticks 5,harman kardon sound sticks 5,Oliz,52000,52000,52000,0,1,Oliz,https://olizstore.com/products/harman-kardon-sound-sticks-5
P0269,Tissot Gentleman T127.410.16.041.00,tissot gentleman t127 410 16 041 00,Oliz,52000,52000,52000,0,1,Oliz,https://olizstore.com/products/tissot-gentleman-t127.410.16.041.00
P0147,Huawei Watch GT 6 Pro,huawei watch gt 6 pro,Hukut,54489,54489,54489,0,1,Hukut,https://hukut.com/huawei-watch-gt-6-pro
P0080,Citizen Super Ti Eco-Drive 42mm Blue BM8560-88LE,citizen super ti eco drive 42mm blue bm8560 88le,Oliz,54990,54990,54990,0,1,Oliz,https://olizstore.com/products/citizen-super-ti-eco-drive-42mm-blue-bm8560-88le
P0141,"HONOR X9d 5G | 8/12GB RAM, 256GB Storage | 2.5m Drop-resistant | IP69K Water-resistant | 8300mAh 3-day Battery | 108MP AI Camera",honor x9d 8 ram storage 2 5m drop resistant ip69k water resistant 8300mah 3 day battery 108mp ai camera,Daraz,54999,54999,54999,0,1,Daraz,https://www.daraz.com.np/products/honor-x9d-5g-812gb-ram-256gb-storage-25m-drop-resistant-ip69k-water-resistant-8300mah-3-day-battery-108mp-ai-camera-i511085056.html
P0290,Tissot Tradition 42mm T063.610.16.058.00,tissot tradition 42mm t063 610 16 058 00,Oliz,55000,55000,55000,0,1,Oliz,https://olizstore.com/products/tissot-tradition-42mm-t063.610.16.058.00
P0291,Tissot Tradition T063.610.11.037.00,tissot tradition t063 610 11 037 00,Oliz,55000,55000,55000,0,3,Oliz,https://olizstore.com/products/tissot-tradition-t063.610.11.037.00
P0285,Tissot Seastar 1000 40mm T120.410.22.051.00,tissot seastar 1000 40mm t120 410 22 051 00,Oliz,57000,57000,57000,0,1,Oliz,https://olizstore.com/products/tissot-seastar-1000-40mm-t120.410.22.051.00
P0286,Tissot Seastar 1000 40mm T120.410.33.421.00,tissot seastar 1000 40mm t120 410 33 421 00,Oliz,57000,57000,57000,0,1,Oliz,https://olizstore.com/products/tissot-seastar-1000-40mm-t120.410.33.421.00
P0288,Tissot Seastar 1000 Chronograph T120.417.17.051.01,tissot seastar 1000 chronograph t120 417 17 051 01,Oliz,57000,57000,57000,0,1,Oliz,https://olizstore.com/products/tissot-seastar-1000-chronograph-t120.417.17.051.01
P0287,Tissot Seastar 1000 45.5mm T120.417.17.081.01,tissot seastar 1000 45 5mm t120 417 17 081 01,Oliz,57000,57000,57000,0,1,Oliz,https://olizstore.com/products/tissot-seastar-1000-45.5mm-t120.417.17.081.01
P0158,JBL PartyBox Encore Essential 2,jbl partybox encore essential 2,Oliz,57500,57500,57500,0,1,Oliz,https://olizstore.com/products/jbl-partybox-encore-essential-2-price-in-nepal
P0213,Marshall Kilburn III,marshall kilburn iii,Oliz,58000,58000,58000,0,1,Oliz,https://olizstore.com/products/marshall-kilburn-iii
P0276,Tissot PRX 25mm T137.010.11.111.00,tissot prx 25mm t137 010 11 111 00,Oliz,59000,59000,59000,0,1,Oliz,https://olizstore.com/products/tissot-prx-25mm-t137.010.11.111.00
P0267,Tissot Classic Dream 42mm T129.410.22.031.00,tissot classic dream 42mm t129 410 22 031 00,Oliz,59000,59000,59000,0,1,Oliz,https://olizstore.com/products/tissot-classic-dream-42mm-t129.410.22.031.00
P0218,Nothing Phone (4a),nothing phone,Hukut,59999,59999,59999,0,1,Hukut,https://hukut.com/nothing-phone-(4a)
P0243,Seiko 5 Sports Field Series SRPG35,seiko 5 sports field series srpg35,Oliz,60000,60000,60000,0,1,Oliz,https://olizstore.com/products/seiko-5-sports-field-series-srpg35
P0253,Seiko Selection Mechanical Spring 2026 Limited Edition SCVE065,seiko selection mechanical spring 2026 limited edition scve065,Oliz,60000,60000,60000,0,1,Oliz,https://olizstore.com/products/seiko-selection-mechanical-spring-2026-limited-edition-scve065
P0281,Tissot PRX 40mm T137.410.11.091.00,tissot prx 40mm t137 410 11 091 00,Oliz,62000,112000,95333,50000,3,Oliz,https://olizstore.com/products/tissot-prx-40mm-t137.410.11.091.00
P0278,Tissot PRX 35mm T137.210.11.081.00,tissot prx 35mm t137 210 11 081 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-prx-35mm-t137.210.11.081.00
P0283,Tissot PRX 40mm T137.410.16.041.00,tissot prx 40mm t137 410 16 041 00,Oliz,62000,62000,62000,0,2,Oliz,https://olizstore.com/products/tissot-prx-40mm-t137.410.16.041.00
P0284,Tissot PRX Quartz Champagne Dial 40mm T137.410.33.021.00,tissot prx quartz champagne dial 40mm t137 410 33 021 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-prx-quartz-champagne-dial-40mm-t137.410.33.021.00
P0279,Tissot PRX 35mm T137.210.11.331.00,tissot prx 35mm t137 210 11 331 00,Oliz,62000,62000,62000,0,2,Oliz,https://olizstore.com/products/tissot-prx-35mm-t137.210.11.331.00
P0277,Tissot PRX 25mm T137.010.33.506.00,tissot prx 25mm t137 010 33 506 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-prx-25mm-t137.010.33.506.00
P0275,Tissot PR516 Chronograph Quartz 40mm T149.417.22.051.00,tissot pr516 chronograph quartz 40mm t149 417 22 051 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-pr516-chronograph-quartz-40mm-t149.417.22.051.00
P0282,Tissot PRX 40mm T137.410.11.421.00,tissot prx 40mm t137 410 11 421 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-prx-40mm-t137.410.11.421.00
P0280,Tissot PRX 40mm Quartz T137.410.11.041.00,tissot prx 40mm quartz t137 410 11 041 00,Oliz,62000,62000,62000,0,1,Oliz,https://olizstore.com/products/tissot-prx-40mm-quartz-t137.410.11.041.00
P0274,Tissot PR 100 Chronograph 40mm T150.417.22.031.00,tissot pr 100 chronograph 40mm t150 417 22 031 00,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/tissot-pr-100-chronograph-40mm-t150.417.22.031.00
P0266,Tissot Ballade Quartz 40mm – T156.410.33.051.00,tissot ballade quartz 40mm t156 410 33 051 00,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/tissot-ballade-quartz-40mm-t156.410.33.051.00
P0241,Seiko 5 Automatic Blue Dial SNZG11J1,seiko 5 automatic blue dial snzg11j1,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/seiko-5-automatic-blue-dial-snzg11j1
P0273,Tissot PR 100 40mm – T150.417.33.031.00,tissot pr 100 40mm t150 417 33 031 00,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/tissot-pr-100-40mm-t150.417.33.031.00
P0244,Seiko 5 Sports SRPK09K1,seiko 5 sports srpk09k1,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/seiko-5-sports-srpk09k1
P0159,JBL PartyBox On-The-Go 2,jbl partybox on the go 2,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/jbl-partybox-on-the-go-2
P0157,JBL PartyBox Encore 2,jbl partybox encore 2,Oliz,65000,65000,65000,0,1,Oliz,https://olizstore.com/products/jbl-partybox-encore-2
P0077,Citizen Star Wars AN3668-55W,citizen star wars an3668 55w,Oliz,67000,84990,75660,17990,3,Oliz,https://olizstore.com/products/citizen-star-wars-an3668-55w
P0098,Dyson HushJet™ Purifier Compact HJ10,dyson hushjet purifier compact hj10,Oliz,68000,68000,68000,0,1,Oliz,https://olizstore.com/products/dyson-hushjettm-purifier-compact-hj10
P0069,Citizen Eco-Drive AT2585-08E,citizen eco drive at2585 08e,Oliz,68990,68990,68990,0,2,Oliz,https://olizstore.com/products/citizen-eco-drive-at2585-08e
P0067,Citizen Beginning Blue Eco-Drive Chronograph CA0770-72M,citizen beginning blue eco drive chronograph ca0770 72m,Oliz,68990,68990,68990,0,1,Oliz,https://olizstore.com/products/citizen-beginning-blue-eco-drive-chronograph-ca0770-72m
P0090,DJI Lito X1 with RC-N3 Remote,dji lito x1 with rc n3 remote,Oliz,70000,70000,70000,0,1,Oliz,https://olizstore.com/products/dji-lito-x1-with-rc-n3-remote
P0154,iPad 11-Inch (A16),ipad 11 inch,Daraz,71000,71000,71000,0,1,Daraz,https://www.daraz.com.np/products/ipad-11-inch-a16-i437305776.html
P0002,Acer Aspire Go 15 Core 3-N355 | 8GB RAM | 256GB SSD | 15.6 ” FHD | Win 11 Home | 1Years Warranty,acer aspire go 15 core 3 n355 ram ssd 15 6 fhd win 11 home 1years,Daraz,71990,71990,71990,0,1,Daraz,https://www.daraz.com.np/products/acer-aspire-go-15-core-3-n355-8gb-ram-256gb-ssd-156-fhd-win-11-home-1years-warranty-i511347976.html
P0208,Lenovo V14 G5 2025 (13th Gen Intel Core i3-1315U | Intel UHD Graphics),lenovo v14 g5 2025,Hukut,71999,71999,71999,0,1,Hukut,https://hukut.com/lenovo-v14-g5-2025-intel-i3-1315u-uhd-graphics
P0039,"Apple iPad 11"" A16 Chip | Liquid retina display | WiFi Version",apple ipad 11 a16 chip liquid retina display wifi version,Daraz,72500,72500,72500,0,1,Daraz,https://www.daraz.com.np/products/apple-ipad-11-a16-chip-liquid-retina-display-wifi-version-i366436603.html
P0101,Dyson Purifier Cool Gen1 TP10 Purifying Fan,dyson purifier cool gen1 tp10 purifying fan,Oliz,74500,74500,74500,0,1,Oliz,https://olizstore.com/products/dyson-purifier-cool-gen1-tp10-purifying-fan
P0078,Citizen Star Wars AN3669-52E,citizen star wars an3669 52e,Oliz,74990,74990,74990,0,1,Oliz,https://olizstore.com/products/citizen-star-wars-an3669-52e
P0144,HP Notebook 15-fc0124nia AMD Ryzen 3 7320U Processor – 8GB DDR5 RAM – 512GB NVMe SSD – AMD Radeon Integrated Graphics – 15.6″ FHD IPS Display – Backlit Keyboard - Natural Silver,hp notebook 15 fc0124nia amd ryzen 3 7320u processor ddr5 ram nvme ssd amd radeon integrated graphics 15 6 fhd ips display backlit keyboard natural silver,Daraz,74999,74999,74999,0,1,Daraz,https://www.daraz.com.np/products/hp-notebook-15-fc0124nia-amd-ryzen-3-7320u-processor-8gb-ddr5-ram-512gb-nvme-ssd-amd-radeon-integrated-graphics-156-fhd-ips-display-backlit-keyboard-natural-silver-i1514314530.html
P0245,Seiko Presage Cocktail Time SARY271,seiko presage cocktail time sary271,Oliz,75000,90000,82500,15000,2,Oliz,https://olizstore.com/products/seiko-presage-cocktail-time-sary271
P0289,Tissot Supersport Chrono T125.617.36.051.00,tissot supersport chrono t125 617 36 051 00,Oliz,75000,75000,75000,0,1,Oliz,https://olizstore.com/products/tissot-supersport-chrono-t125.617.36.051.00
P0088,DJI Lito 1 Fly More Combo with RC-N3 Remote,dji lito 1 fly more combo with rc n3 remote,Oliz,76500,109500,93667,33000,3,Oliz,https://olizstore.com/products/dji-lito-1-drone-fly-more-combo-with-rc-n3-remote
P0214,Marshall Sub 200,marshall sub 200,Oliz,78000,78000,78000,0,1,Oliz,https://olizstore.com/products/marshall-sub-200
P0086,Dell Pro 15 Essential (AMD Ryzen 5 7520U | AMD Radeon Graphics),dell pro 15 essential,Hukut,78999,78999,78999,0,1,Hukut,https://hukut.com/dell-pro-15-essential-ryzen-5-7520u-radeon
P0058,Asus Vivobook X1404VA Core i3-1315U 13th Gen | 8 GB RAM | 256GB SSD | 14″ FHD | Win 11 | 1 Years Warranty,asus vivobook x1404va core i3 1315u 13th gen ram ssd 14 fhd win 11 1 years,Daraz,79990,79990,79990,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-x1404va-core-i3-1315u-13th-gen-8-gb-ram-256gb-ssd-14-fhd-win-11-1-years-warranty-i511345998.html
P0203,Lenovo IdeaPad 1 Ryzen 5 7520U | 8GB RAM | 256GB SSD | 15.6″ Full HD Laptop | Abyss Blue,lenovo ideapad 1 ryzen 5 7520u ram ssd 15 6 full hd laptop abyss blue,Daraz,79999,79999,79999,0,1,Daraz,https://www.daraz.com.np/products/lenovo-ideapad-1-ryzen-5-7520u-8gb-ram-256gb-ssd-156-full-hd-laptop-abyss-blue-i1514701048.html
P0096,DJI Osmo Pocket 4 (Standard Combo),dji osmo pocket 4,Oliz,80000,99000,89500,19000,2,Oliz,https://olizstore.com/products/dji-osmo-pocket-4-standard-combo-price-in-nepal
P0084,"Dell Latitude 3420 i5 11th Gen, Business series 8GB RAM, 256GB SSD Genuine Laptop",dell latitude 3420 i5 11th gen business series ram ssd laptop,Daraz,81000,81000,81000,0,1,Daraz,https://www.daraz.com.np/products/dell-latitude-3420-i5-11th-gen-business-series-8gb-ram-256gb-ssd-genuine-laptop-i1515979170.html
P0057,"ASUS VivoBook | Intel Core™ i5-120U | 8GB RAM | 256GB SSD | Windows 11 | Quiet Blue | X1404VAP-V14 | 14"" FHD Laptop",asus vivobook intel core i5 120u ram ssd windows 11 quiet blue x1404vap v14 14 fhd laptop,Daraz,81950,81950,81950,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-intel-core-i5-120u-8gb-ram-256gb-ssd-windows-11-quiet-blue-x1404vap-v14-14-fhd-laptop-i505850888.html
P0070,Citizen Eco-Drive AW0130-85Z,citizen eco drive aw0130 85z,Oliz,81990,81990,81990,0,1,Oliz,https://olizstore.com/products/citizen-eco-drive-aw0130-85z
P0076,Citizen Promaster Eco-Drive BN0260-54L,citizen promaster eco drive bn0260 54l,Oliz,81990,90000,84660,8010,3,Oliz,https://olizstore.com/products/citizen-promaster-eco-drive-bn0260-54l
P0081,Citizen TSUYOSA 60 Small Second NK5010-51L,citizen tsuyosa 60 small second nk5010 51l,Oliz,82000,82000,82000,0,2,Oliz,https://olizstore.com/products/citizen-tsuyosa-60-small-second-nk5010-51l
P0240,Samsung Galaxy Watch 8 Classic,samsung galaxy watch 8 classic,Hukut,82999,82999,82999,0,1,Hukut,https://hukut.com/samsung-galaxy-watch-8-classic
P0204,Lenovo IdeaPad 1i – Intel Core i5 1335U 13th Gen – 16GB DDR4 RAM – 256GB NVMe SSD – Intel Iris Xe Integrated Graphics – 15.6″ Full HD (1920 x 1080) Display – Cloud Grey,lenovo ideapad 1i intel core i5 1335u 13th gen ddr4 ram nvme ssd intel iris xe integrated graphics 15 6 full hd display cloud grey,Daraz,84999,84999,84999,0,1,Daraz,https://www.daraz.com.np/products/lenovo-ideapad-1i-intel-core-i5-1335u-13th-gen-16gb-ddr4-ram-256gb-nvme-ssd-intel-iris-xe-integrated-graphics-156-full-hd-1920-x-1080-display-cloud-grey-i1514316560.html
P0247,Seiko Presage SRPE17J1,seiko presage srpe17j1,Oliz,85000,85000,85000,0,1,Oliz,https://olizstore.com/products/seiko-presage-srpe17j1
P0103,Dyson Supersonic™ Origin Hair Dryer,dyson supersonic origin hair dryer,Oliz,85000,85000,85000,0,1,Oliz,https://olizstore.com/products/dyson-supersonictm-origin-hair-dryer
P0246,Seiko Presage Cocktail Time SRPB41,seiko presage cocktail time srpb41,Oliz,85000,85000,85000,0,1,Oliz,https://olizstore.com/products/seiko-presage-cocktail-time-srpb41
P0217,Nebula Mars 3 Air Portable Google TV Projector,nebula mars 3 air portable google tv projector,Oliz,85000,85000,85000,0,1,Oliz,https://olizstore.com/products/nebula-mars-3-air-portable-google-tv-projector
P0102,Dyson Supersonic™ Hair Dryer HD08,dyson supersonic hair dryer hd08,Oliz,85000,85000,85000,0,1,Oliz,https://olizstore.com/products/dyson-supersonictm-hair-dryer-hd08
P0205,Lenovo IdeaPad Slim 3 2023 (AMD Ryzen 5 7520U | AMD Radeon 610M Graphics),lenovo ideapad slim 3 2023,Hukut,86999,86999,86999,0,1,Hukut,https://hukut.com/lenovo-ideapad-slim-3-2023-ryzen-5-7520u
P0050,Asus VivoBook 14 2024 X1404V (Intel Core 5-120U | Intel UHD Graphics),asus vivobook 14 2024 x1404v,Hukut,87999,87999,87999,0,1,Hukut,https://hukut.com/asus-vivobook-15-2024-x1404v-core-5-120u
P0051,Asus Vivobook 14 X1404 Core 5 120U 14th Gen Processor – 8GB DDR4 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14″ FHD IPS Display – Magic Numpad – Quiet Blue,asus vivobook 14 x1404 core 5 120u 14th gen processor ddr4 ram nvme ssd intel integrated graphics 14 fhd ips display magic numpad quiet blue,Daraz,89999,89999,89999,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-14-x1404-core-5-120u-14th-gen-processor-8gb-ddr4-ram-512gb-nvme-ssd-intel-integrated-graphics-14-fhd-ips-display-magic-numpad-quiet-blue-i1514670743.html
P0055,ASUS VivoBook Go 14 2025 E1404FA-EB1226W (AMD Ryzen 5 40 | AMD Radeon Graphics),asus vivobook go 14 2025 e1404fa eb1226w,Hukut,90999,90999,90999,0,1,Hukut,https://hukut.com/asus-vivobook-go-14-2025-ryzen-5-40-radeon
P0201,Laptop Acer Aspire Lite 15 AL15-44P AMD Ryzen 5 7430U – 16GB DDR4 RAM – 512GB NVMe SSD – AMD Radeon Integrated Graphics – 15.6″ FHD IPS Display – Silver,laptop acer aspire lite 15 al15 44p amd ryzen 5 7430u ddr4 ram nvme ssd amd radeon integrated graphics 15 6 fhd ips display silver,Daraz,94999,94999,94999,0,1,Daraz,https://www.daraz.com.np/products/laptop-acer-aspire-lite-15-al15-44p-amd-ryzen-5-7430u-16gb-ddr4-ram-512gb-nvme-ssd-amd-radeon-integrated-graphics-156-fhd-ips-display-silver-i1514421233.html
P0083,Dell 15 DC15250 (Intel Core i5-1334U | Intel UHD Graphics),dell 15 dc15250,Hukut,94999,94999,94999,0,1,Hukut,https://hukut.com/dell-15-dc-15250-intel-i5-13th-gen-intel-uhd-graphics
P0006,Acer Aspire Lite 16 54P-586N (13th Gen Intel Core i5-1334U | Intel UHD Graphics),acer aspire lite 16 54p 586n,Hukut,95999,95999,95999,0,1,Hukut,https://hukut.com/acer-aspire-lite-intel-core-i5-1334u
P0207,Lenovo V14 G4 2025 G4 AMN (AMD Ryzen 5 7520U | AMD Radeon 610M Graphics),lenovo v14 g4 2025 g4 amn,Hukut,96999,96999,96999,0,1,Hukut,https://hukut.com/lenovo-v14-g4-2025-ryzen-5-7520u-radeon-610m
P0053,"ASUS Vivobook 15X OLED X1503ZA - i3 1220P | 12th Gen | 8 GB RAM | 256 GB SSD | 15.6"" OLED | Fingerprint | Windows 11 | Quiet Blue | Backlit KB | Backpack | Mouse | 2 Year Int'l Warranty | 1 year Perfect Warranty - Nagmani International",asus vivobook 15x oled x1503za i3 1220p 12th gen ram ssd 15 6 oled fingerprint windows 11 quiet blue backlit kb backpack mouse 2 year int l 1 year perfect nagmani international,Daraz,98900,98900,98900,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-15x-oled-x1503za-i3-1220p-12th-gen-8-gb-ram-256-gb-ssd-156-oled-fingerprint-windows-11-quiet-blue-backlit-kb-backpack-mouse-2-year-intl-warranty-1-year-perfect-warranty-nagmani-international-i500287355.html
P0004,Acer Aspire Lite 15 2025 (13th Gen Intel Core i5-13500H | Intel UHD Graphics),acer aspire lite 15 2025,Hukut,98999,98999,98999,0,1,Hukut,https://hukut.com/acer-aspire-lite-15-2025-13th-gen-core-i5-13500h-uhd
P0085,Dell Latitude 7440 2-in-1 Laptop | Intel Core i5 13th Gen | 16GB RAM 256GB SSD | 14” FHD Touch Display | Convertible Business Laptop/Dell Latitude 7440 2-in-1 i5 13th Gen | 16GB RAM 256GB SSD | 14” Touchscreen | Convertible Business Laptop,dell latitude 7440 2 in 1 laptop intel core i5 13th gen ram ssd 14 fhd touch display convertible business laptop dell latitude 7440 2 in 1 i5 13th gen ram ssd 14 touchscreen convertible business laptop,Daraz,99999,99999,99999,0,1,Daraz,https://www.daraz.com.np/products/dell-latitude-7440-2-in-1-laptop-intel-core-i5-13th-gen-16gb-ram-256gb-ssd-14-fhd-touch-display-convertible-business-laptopdell-latitude-7440-2-in-1-i5-13th-gen-16gb-ram-256gb-ssd-14-touchscreen-convertible-business-laptop-i1515850526.html
P0142,HP 15-FD0154WM Ultra 5 125H Processor (14th Gen) – 8GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD Touchscreen Display – Intel Integrated Graphics – Windows 11 Home – Natural Silver,hp 15 fd0154wm ultra 5 125h processor ddr5 ram nvme ssd 15 6 fhd touchscreen display intel integrated graphics windows 11 home natural silver,Daraz,99999,99999,99999,0,1,Daraz,https://www.daraz.com.np/products/hp-15-fd0154wm-ultra-5-125h-processor-14th-gen-8gb-ddr5-ram-512gb-nvme-ssd-156-fhd-touchscreen-display-intel-integrated-graphics-windows-11-home-natural-silver-i1514320508.html
P0304,vivo V70,vivo v70,Hukut,102999,102999,102999,0,1,Hukut,https://hukut.com/vivo-v70
P0003,Acer Aspire Go AI 14 AG14-71M (Intel Core Ultra 5 115U | Intel Graphics),acer aspire go ai 14 ag14 71m,Hukut,102999,102999,102999,0,1,Hukut,https://hukut.com/acer-aspire-go-ai-14-ag14-71m-core-ultra-5-115u
P0087,DJI Goggles 3,dji goggles 3,Oliz,106000,106000,106000,0,1,Oliz,https://olizstore.com/products/dji-goggles-3-price-in-nepal
P0005,Acer Aspire Lite 15 AL15-61P-R8DJ (AMD Ryzen 5 8640HS   | 16GB RAM | 512GB SSD | AMD Radeon™ Graphics | 15.6 inch Display | 1 Year Warranty),acer aspire lite 15 al15 61p r8dj,Hukut,106999,106999,106999,0,1,Hukut,https://hukut.com/acer-aspire-lite-15-ryzen-5-8840hs-price-in-nepal
P0143,HP 15 Ryzen 7 7730U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | 15.6″ FHD Touch Display | Silver |15-fc0057wm,hp 15 ryzen 7 7730u ram ssd amd radeon graphics 15 6 fhd touch display silver 15 fc0057wm,Daraz,108999,108999,108999,0,1,Daraz,https://www.daraz.com.np/products/hp-15-ryzen-7-7730u-16gb-ram-512gb-ssd-amd-radeon-graphics-156-fhd-touch-display-silver-15-fc0057wm-i1514697118.html
P0156,JBL PartyBox 520,jbl partybox 520,Oliz,109000,148000,128500,39000,2,Oliz,https://olizstore.com/products/jbl-partybox-520
P0040,Apple iPad Air 11-inch M3 Chip 7th Gen (2025),apple ipad air 11 inch m3 chip 7th gen,Hukut,109000,147000,128000,38000,2,Hukut,https://hukut.com/apple-11-inch-ipad-air-m3-chip
P0145,HP Pavilion 16 Ryzen 7 8840HS 8GB RAM 512GB SSD 16 Inch Laptop,hp pavilion 16 ryzen 7 8840hs ram ssd 16 inch laptop,Daraz,109999,109999,109999,0,1,Daraz,https://www.daraz.com.np/products/hp-pavilion-16-ryzen-7-8840hs-8gb-ram-512gb-ssd-16-inch-laptop-i511349978.html
P0052,ASUS Vivobook 14 X1404VA Core i7 1355U 12GB RAM 512GB SSD 14 inch FHD Laptop,asus vivobook 14 x1404va core i7 1355u ram ssd 14 inch fhd laptop,Daraz,110000,110000,110000,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-14-x1404va-core-i7-1355u-12gb-ram-512gb-ssd-14-inch-fhd-laptop-i511326274.html
P0212,Marshall Heston 60,marshall heston 60,Oliz,110000,185000,147500,75000,2,Oliz,https://olizstore.com/products/marshall-heston-60
P0100,Dyson Purifier Cool Air Purifier PC2 De-NOx TP12,dyson purifier cool air purifier pc2 de nox tp12,Oliz,118500,118500,118500,0,1,Oliz,https://olizstore.com/products/dyson-purifier-cool-air-purifier-pc2-de-nox-tp12
P0054,ASUS VivoBook 16 M1607KA Ryzen AI 5 330 Processor – 16GB DDR5 RAM – 512GB NVMe Gen4 SSD – AMD Radeon Graphics – 16″ FHD+ Display – Copilot+ PC – Windows 11 Home – Quiet Blue,asus vivobook 16 m1607ka ryzen ai 5 330 processor ddr5 ram nvme gen4 ssd amd radeon graphics 16 fhd display copilot pc windows 11 home quiet blue,Daraz,118999,118999,118999,0,1,Daraz,https://www.daraz.com.np/products/asus-vivobook-16-m1607ka-ryzen-ai-5-330-processor-16gb-ddr5-ram-512gb-nvme-gen4-ssd-amd-radeon-graphics-16-fhd-display-copilot-pc-windows-11-home-quiet-blue-i1514708054.html
P0042,Apple iPhone 15,apple iphone 15,Hukut,119499,132499,125999,13000,2,"Hukut, Oliz",https://hukut.com/iphone-15-price-in-nepal
P0047,Apple | MacBook Neo (13-Inch) 8GB/256GB - EvoStore,apple macbook neo evostore,Daraz,121000,121000,121000,0,1,Daraz,https://www.daraz.com.np/products/apple-macbook-neo-13-inch-8gb256gb-evostore-i1515429883.html
P0089,DJI Lito X1 Fly More Combo Plus with RC 2 Remote,dji lito x1 fly more combo plus with rc 2 remote,Oliz,123000,123000,123000,0,1,Oliz,https://olizstore.com/products/dji-lito-x1-drone-fly-more-combo-plus-with-rc-2-remote
P0043,Apple iPhone 15 - EvoStore,apple iphone 15 evostore,Daraz,127499,127499,127499,0,1,Daraz,https://www.daraz.com.np/products/apple-iphone-15-evostore-dual-camera-dual-sim-new-battery-and-free-gift-charger-i128302992.html
P0251,Seiko Prospex Land SPB155,seiko prospex land spb155,Oliz,130000,130000,130000,0,1,Oliz,https://olizstore.com/products/seiko-prospex-land-spb155
P0248,Seiko Prospex Alpinist SBDC211,seiko prospex alpinist sbdc211,Oliz,135000,150000,142500,15000,2,Oliz,https://olizstore.com/products/seiko-prospex-alpinist-sbdc211
P0104,Dyson V12s Detect Slim Submarine™ HEPA (Yellow/Nickel),dyson v12s detect slim submarine hepa,Oliz,137300,137300,137300,0,1,Oliz,https://olizstore.com/products/dyson-v12s-detect-slim-submarinetm-hepa-(yellownickel)
P0268,Tissot Gentleman 40mm T127.407.11.041.00,tissot gentleman 40mm t127 407 11 041 00,Oliz,138000,138000,138000,0,2,Oliz,https://olizstore.com/products/tissot-gentleman-40mm-t127.407.11.041.00
P0134,Hollyland Solidcom SE 6S 6-Person,hollyland solidcom se 6s 6 person,Oliz,140000,140000,140000,0,1,Oliz,https://olizstore.com/products/hollyland-solidcom-se-6s-6-person
P0046,Apple MacBook Neo 2026 (Apple A18 Pro),apple macbook neo 2026,Hukut,140500,140500,140500,0,1,Hukut,https://hukut.com/apple-macbook-neo-2026
P0250,Seiko Prospex Divers Set SBDC209,seiko prospex divers set sbdc209,Oliz,145000,145000,145000,0,1,Oliz,https://olizstore.com/products/seiko-prospex-divers-set-sbdc209
P0215,MOVA Diver A10 Robotic Pool Cleaner,mova diver a10 robotic pool cleaner,Oliz,145000,145000,145000,0,1,Oliz,https://olizstore.com/products/mova-diver-a10-robotic-pool-cleaner-price-in-nepal
